Function,Variant,Run,Best
F3,IFPOA-X (no JADE),12,1.407844e-02
F3,IFPOA-X (no JADE),13,4.319575e-01
F3,IFPOA-X (no JADE),14,7.381275e+00
F3,IFPOA-X (no JADE),15,8.929919e-06
F3,IFPOA-X (no JADE),16,4.285472e-09
F3,IFPOA-X (no JADE),17,2.713759e-06
F3,IFPOA-X (no JADE),18,2.275540e-06
F3,IFPOA-X (no JADE),19,2.471179e-01
F3,IFPOA-X (no JADE),20,5.276993e-04
F3,IFPOA-X (no Bandit),1,1.103852e+04
F3,IFPOA-X (no Bandit),2,1.368738e+03
F3,IFPOA-X (no Bandit),3,1.530919e+02
F3,IFPOA-X (no Bandit),4,6.461929e+03
F3,IFPOA-X (no Bandit),5,5.461777e+02
F3,IFPOA-X (no Bandit),6,9.952154e+01
F3,IFPOA-X (no Bandit),7,1.569548e+01
F3,IFPOA-X (no Bandit),8,4.089204e+02
F3,IFPOA-X (no Bandit),9,7.516302e+02
F3,IFPOA-X (no Bandit),10,5.667116e+01
F3,IFPOA-X (no Bandit),11,1.909605e+03
F3,IFPOA-X (no Bandit),12,5.302873e+02
F3,IFPOA-X (no Bandit),13,4.231225e+01
F3,IFPOA-X (no Bandit),14,8.201856e+02
F3,IFPOA-X (no Bandit),15,2.069022e+03
F3,IFPOA-X (no Bandit),16,2.021914e-01
F3,IFPOA-X (no Bandit),17,1.464469e+04
F3,IFPOA-X (no Bandit),18,4.059603e+00
F3,IFPOA-X (no Bandit),19,1.079580e-01
F3,IFPOA-X (no Bandit),20,4.042057e+03
F3,IFPOA-X (base/FPA),1,5.135043e+04
F3,IFPOA-X (base/FPA),2,7.027060e+04
F3,IFPOA-X (base/FPA),3,5.563918e+04
F3,IFPOA-X (base/FPA),4,6.039566e+04
F3,IFPOA-X (base/FPA),5,5.194868e+04
F3,IFPOA-X (base/FPA),6,4.985191e+04
F3,IFPOA-X (base/FPA),7,5.575042e+04
F3,IFPOA-X (base/FPA),8,8.853515e+04
F3,IFPOA-X (base/FPA),9,6.196141e+04
F3,IFPOA-X (base/FPA),10,5.505073e+04
F3,IFPOA-X (base/FPA),11,5.706716e+04
F3,IFPOA-X (base/FPA),12,5.010188e+04
F3,IFPOA-X (base/FPA),13,5.550914e+04
F3,IFPOA-X (base/FPA),14,5.169543e+04
F3,IFPOA-X (base/FPA),15,6.822417e+04
F3,IFPOA-X (base/FPA),16,7.566019e+04
F3,IFPOA-X (base/FPA),17,4.518981e+04
F3,IFPOA-X (base/FPA),18,5.297501e+04
F3,IFPOA-X (base/FPA),19,4.605907e+04
F3,IFPOA-X (base/FPA),20,5.971525e+04
F4,IFPOA-X (no OBL),1,6.142368e+01
F4,IFPOA-X (no OBL),2,6.742662e+01
F4,IFPOA-X (no OBL),3,5.194413e+01
F4,IFPOA-X (no OBL),4,6.152692e+01
F4,IFPOA-X (no OBL),5,6.239988e+01
F4,IFPOA-X (no OBL),6,5.086355e+01
F4,IFPOA-X (no OBL),7,6.642210e+01
F4,IFPOA-X (no OBL),8,6.281456e+01
F4,IFPOA-X (no OBL),9,6.721228e+01
F4,IFPOA-X (no OBL),10,6.720237e+01
F4,IFPOA-X (no OBL),11,6.619801e+01
F4,IFPOA-X (no OBL),12,7.313358e+01
F4,IFPOA-X (no OBL),13,6.065301e+01
F4,IFPOA-X (no OBL),14,5.593183e+01
F4,IFPOA-X (no OBL),15,6.384482e+01
F4,IFPOA-X (no OBL),16,6.408665e+01
F4,IFPOA-X (no OBL),17,5.473267e+01
F4,IFPOA-X (no OBL),18,6.892215e+01
F4,IFPOA-X (no OBL),19,7.142417e+01
F4,IFPOA-X (no OBL),20,6.701196e+01
F4,IFPOA-X (no JADE),1,2.177989e-02
F4,IFPOA-X (no JADE),2,4.600664e-04
F4,IFPOA-X (no JADE),3,1.543862e-03
F4,IFPOA-X (no JADE),4,1.479860e-04
F4,IFPOA-X (no JADE),5,1.720839e-05
F4,IFPOA-X (no JADE),6,4.255242e-06
F4,IFPOA-X (no JADE),7,4.983699e-04
F4,IFPOA-X (no JADE),8,1.697022e-03
F4,IFPOA-X (no JADE),9,3.523837e-04
F4,IFPOA-X (no JADE),10,2.109585e-03
F4,IFPOA-X (no JADE),11,3.354411e-02
F4,IFPOA-X (no JADE),12,6.772695e-06
F4,IFPOA-X (no JADE),13,3.506150e-02
F4,IFPOA-X (no JADE),14,1.253519e-02
F4,IFPOA-X (no JADE),15,1.812391e-03
F4,IFPOA-X (no JADE),16,3.742744e-04
F4,IFPOA-X (no JADE),17,8.843227e-03
F4,IFPOA-X (no JADE),18,4.170527e-03
F4,IFPOA-X (no JADE),19,5.593940e-04
F4,IFPOA-X (no JADE),20,2.976627e-02
F4,IFPOA-X (no Bandit),1,1.512638e+00
F4,IFPOA-X (no Bandit),2,2.582821e+00
F4,IFPOA-X (no Bandit),3,2.252728e+00
F4,IFPOA-X (no Bandit),4,1.009913e+00
F4,IFPOA-X (no Bandit),5,2.854372e-02
F4,IFPOA-X (no Bandit),6,4.905399e+00
F4,IFPOA-X (no Bandit),7,7.128594e+00
F4,IFPOA-X (no Bandit),8,4.692713e+00
F4,IFPOA-X (no Bandit),9,8.213756e+00
F4,IFPOA-X (no Bandit),10,1.163766e+01
F4,IFPOA-X (no Bandit),11,1.238039e+01
F4,IFPOA-X (no Bandit),12,1.650836e+00
F4,IFPOA-X (no Bandit),13,5.352465e+00
F4,IFPOA-X (no Bandit),14,6.320870e+00
F4,IFPOA-X (no Bandit),15,2.379968e+00
F4,IFPOA-X (no Bandit),16,4.766176e-01
F4,IFPOA-X (no Bandit),17,1.053285e+00
F4,IFPOA-X (no Bandit),18,3.581091e+00
F4,IFPOA-X (no Bandit),19,1.742665e+00
F4,IFPOA-X (no Bandit),20,1.077995e+01
F4,IFPOA-X (base/FPA),1,6.951253e+01
F4,IFPOA-X (base/FPA),2,7.391473e+01
F4,IFPOA-X (base/FPA),3,6.860659e+01
F4,IFPOA-X (base/FPA),4,7.422220e+01
F4,IFPOA-X (base/FPA),5,5.645059e+01
F4,IFPOA-X (base/FPA),6,8.300806e+01
F4,IFPOA-X (base/FPA),7,5.896301e+01
F4,IFPOA-X (base/FPA),8,6.490799e+01
F4,IFPOA-X (base/FPA),9,7.354178e+01
F4,IFPOA-X (base/FPA),10,6.495172e+01
F4,IFPOA-X (base/FPA),11,5.686428e+01
F4,IFPOA-X (base/FPA),12,6.787900e+01
F4,IFPOA-X (base/FPA),13,7.049072e+01
F4,IFPOA-X (base/FPA),14,5.984329e+01
F4,IFPOA-X (base/FPA),15,6.130932e+01
F4,IFPOA-X (base/FPA),16,7.509780e+01
F4,IFPOA-X (base/FPA),17,7.144485e+01
F4,IFPOA-X (base/FPA),18,6.122930e+01
F4,IFPOA-X (base/FPA),19,6.350310e+01
F4,IFPOA-X (base/FPA),20,6.044782e+01
F5,IFPOA-X (no OBL),1,1.345025e+07
F5,IFPOA-X (no OBL),2,3.429684e+07
F5,IFPOA-X (no OBL),3,4.642838e+07
F5,IFPOA-X (no OBL),4,5.464022e+07
F5,IFPOA-X (no OBL),5,2.078895e+07
F5,IFPOA-X (no OBL),6,3.317572e+07
F5,IFPOA-X (no OBL),7,4.736672e+07
F5,IFPOA-X (no OBL),8,2.628368e+07
F5,IFPOA-X (no OBL),9,1.562976e+07
F5,IFPOA-X (no OBL),10,2.107860e+07
F5,IFPOA-X (no OBL),11,2.856305e+07
F5,IFPOA-X (no OBL),12,2.198314e+07
F5,IFPOA-X (no OBL),13,9.620563e+06
F5,IFPOA-X (no OBL),14,1.963426e+07
F5,IFPOA-X (no OBL),15,6.647414e+06
F5,IFPOA-X (no OBL),16,2.453737e+07
F5,IFPOA-X (no OBL),17,4.419565e+07
F5,IFPOA-X (no OBL),18,2.307066e+07
F5,IFPOA-X (no OBL),19,2.034316e+07
F5,IFPOA-X (no OBL),20,3.241634e+07
F5,IFPOA-X (no JADE),1,2.879844e+01
F5,IFPOA-X (no JADE),2,2.896513e+01
F5,IFPOA-X (no JADE),3,2.897644e+01
F5,IFPOA-X (no JADE),4,2.895986e+01
F5,IFPOA-X (no JADE),5,2.894052e+01
F5,IFPOA-X (no JADE),6,2.876389e+01
F5,IFPOA-X (no JADE),7,2.895988e+01
F5,IFPOA-X (no JADE),8,2.894233e+01
F5,IFPOA-X (no JADE),9,2.899363e+01
F5,IFPOA-X (no JADE),10,2.893852e+01
F5,IFPOA-X (no JADE),11,2.895723e+01
F5,IFPOA-X (no JADE),12,2.894396e+01
F5,IFPOA-X (no JADE),13,2.885454e+01
F5,IFPOA-X (no JADE),14,2.896398e+01
F5,IFPOA-X (no JADE),15,2.892109e+01
F5,IFPOA-X (no JADE),16,2.897451e+01
F5,IFPOA-X (no JADE),17,2.897371e+01
F5,IFPOA-X (no JADE),18,2.895428e+01
F5,IFPOA-X (no JADE),19,2.895508e+01
F5,IFPOA-X (no JADE),20,2.897728e+01
F5,IFPOA-X (no Bandit),1,3.480147e+01
F5,IFPOA-X (no Bandit),2,4.112446e+01
F5,IFPOA-X (no Bandit),3,5.768432e+01
F5,IFPOA-X (no Bandit),4,5.769688e+01
F5,IFPOA-X (no Bandit),5,2.906014e+01
F5,IFPOA-X (no Bandit),6,2.900347e+01
F5,IFPOA-X (no Bandit),7,2.899413e+01
F5,IFPOA-X (no Bandit),8,3.255310e+01
F5,IFPOA-X (no Bandit),9,9.355992e+02
F5,IFPOA-X (no Bandit),10,2.899525e+01
F5,IFPOA-X (no Bandit),11,3.333077e+01
F5,IFPOA-X (no Bandit),12,2.899722e+01
F5,IFPOA-X (no Bandit),13,2.899389e+01
F5,IFPOA-X (no Bandit),14,2.913540e+01
F5,IFPOA-X (no Bandit),15,2.898593e+01
F5,IFPOA-X (no Bandit),16,2.897545e+01
F5,IFPOA-X (no Bandit),17,2.906485e+01
F5,IFPOA-X (no Bandit),18,4.203363e+01
F5,IFPOA-X (no Bandit),19,2.899081e+01
F5,IFPOA-X (no Bandit),20,2.905310e+01
F5,IFPOA-X (base/FPA),1,3.381129e+07
F5,IFPOA-X (base/FPA),2,3.267235e+07
F5,IFPOA-X (base/FPA),3,1.177751e+07
F5,IFPOA-X (base/FPA),4,1.651771e+07
F5,IFPOA-X (base/FPA),5,1.995608e+07
F5,IFPOA-X (base/FPA),6,2.623645e+07
F5,IFPOA-X (base/FPA),7,2.761993e+07
F5,IFPOA-X (base/FPA),8,2.800148e+07
F5,IFPOA-X (base/FPA),9,8.303011e+06
F5,IFPOA-X (base/FPA),10,1.519815e+07
F5,IFPOA-X (base/FPA),11,2.175349e+07
F5,IFPOA-X (base/FPA),12,2.489812e+07
F5,IFPOA-X (base/FPA),13,2.638499e+07
F5,IFPOA-X (base/FPA),14,1.835170e+07
F5,IFPOA-X (base/FPA),15,2.473438e+07
F5,IFPOA-X (base/FPA),16,2.848510e+07
F5,IFPOA-X (base/FPA),17,1.930036e+07
F5,IFPOA-X (base/FPA),18,3.871185e+07
F5,IFPOA-X (base/FPA),19,1.970890e+07
F5,IFPOA-X (base/FPA),20,2.547164e+07
F6,IFPOA-X (no OBL),1,1.644300e+04
F6,IFPOA-X (no OBL),2,1.621700e+04
F6,IFPOA-X (no OBL),3,2.110900e+04
F6,IFPOA-X (no OBL),4,2.279800e+04
F6,IFPOA-X (no OBL),5,1.955100e+04
F6,IFPOA-X (no OBL),6,2.011300e+04
F6,IFPOA-X (no OBL),7,1.207200e+04
F6,IFPOA-X (no OBL),8,1.667000e+04
F6,IFPOA-X (no OBL),9,1.600500e+04
F6,IFPOA-X (no OBL),10,2.411300e+04
F6,IFPOA-X (no OBL),11,1.888500e+04
F6,IFPOA-X (no OBL),12,1.551500e+04
F6,IFPOA-X (no OBL),13,1.922500e+04
F6,IFPOA-X (no OBL),14,1.261300e+04
F6,IFPOA-X (no OBL),15,2.034000e+04
F6,IFPOA-X (no OBL),16,1.593000e+04
F6,IFPOA-X (no OBL),17,1.900500e+04
F6,IFPOA-X (no OBL),18,1.804700e+04
F6,IFPOA-X (no OBL),19,2.135400e+04
F6,IFPOA-X (no OBL),20,1.883800e+04
F6,IFPOA-X (no JADE),1,0.000000e+00
F6,IFPOA-X (no JADE),2,0.000000e+00
F6,IFPOA-X (no JADE),3,0.000000e+00
F6,IFPOA-X (no JADE),4,0.000000e+00
F6,IFPOA-X (no JADE),5,0.000000e+00
F6,IFPOA-X (no JADE),6,0.000000e+00
F6,IFPOA-X (no JADE),7,0.000000e+00
F6,IFPOA-X (no JADE),8,0.000000e+00
F6,IFPOA-X (no JADE),9,0.000000e+00
F6,IFPOA-X (no JADE),10,0.000000e+00
F6,IFPOA-X (no JADE),11,0.000000e+00
F6,IFPOA-X (no JADE),12,0.000000e+00
F6,IFPOA-X (no JADE),13,0.000000e+00
F6,IFPOA-X (no JADE),14,0.000000e+00
F6,IFPOA-X (no JADE),15,0.000000e+00
F6,IFPOA-X (no JADE),16,0.000000e+00
F6,IFPOA-X (no JADE),17,0.000000e+00
F6,IFPOA-X (no JADE),18,0.000000e+00
F6,IFPOA-X (no JADE),19,0.000000e+00
F6,IFPOA-X (no JADE),20,0.000000e+00
F6,IFPOA-X (no Bandit),1,1.200000e+01
F6,IFPOA-X (no Bandit),2,0.000000e+00
F6,IFPOA-X (no Bandit),3,7.000000e+00
F6,IFPOA-X (no Bandit),4,0.000000e+00
F6,IFPOA-X (no Bandit),5,3.000000e+00
F6,IFPOA-X (no Bandit),6,2.000000e+00
F6,IFPOA-X (no Bandit),7,7.000000e+00
F6,IFPOA-X (no Bandit),8,5.000000e+00
F6,IFPOA-X (no Bandit),9,2.000000e+00
F6,IFPOA-X (no Bandit),10,6.000000e+00
F6,IFPOA-X (no Bandit),11,3.000000e+00
F6,IFPOA-X (no Bandit),12,2.000000e+00
F6,IFPOA-X (no Bandit),13,1.000000e+00
F6,IFPOA-X (no Bandit),14,3.000000e+00
F6,IFPOA-X (no Bandit),15,4.100000e+01
F6,IFPOA-X (no Bandit),16,6.000000e+00
F6,IFPOA-X (no Bandit),17,2.000000e+00
F6,IFPOA-X (no Bandit),18,6.000000e+00
F6,IFPOA-X (no Bandit),19,1.000000e+00
F6,IFPOA-X (no Bandit),20,0.000000e+00
F6,IFPOA-X (base/FPA),1,2.910600e+04
F6,IFPOA-X (base/FPA),2,1.859600e+04
F6,IFPOA-X (base/FPA),3,1.581100e+04
F6,IFPOA-X (base/FPA),4,2.038500e+04
F6,IFPOA-X (base/FPA),5,1.939300e+04
F6,IFPOA-X (base/FPA),6,2.332800e+04
F6,IFPOA-X (base/FPA),7,1.959500e+04
F6,IFPOA-X (base/FPA),8,2.211700e+04
F6,IFPOA-X (base/FPA),9,2.472600e+04
F6,IFPOA-X (base/FPA),10,2.011400e+04
F6,IFPOA-X (base/FPA),11,1.771300e+04
F6,IFPOA-X (base/FPA),12,2.151700e+04
F6,IFPOA-X (base/FPA),13,1.829600e+04
F6,IFPOA-X (base/FPA),14,2.668900e+04
F6,IFPOA-X (base/FPA),15,1.920100e+04
F6,IFPOA-X (base/FPA),16,1.762800e+04
F6,IFPOA-X (base/FPA),17,1.886400e+04
F6,IFPOA-X (base/FPA),18,1.940100e+04
F6,IFPOA-X (base/FPA),19,1.940300e+04
F6,IFPOA-X (base/FPA),20,2.296200e+04
F7,IFPOA-X (no OBL),1,1.310982e+01
F7,IFPOA-X (no OBL),2,4.872914e+00
F7,IFPOA-X (no OBL),3,1.364045e+01
F7,IFPOA-X (no OBL),4,1.724449e+01
F7,IFPOA-X (no OBL),5,1.135367e+01
F7,IFPOA-X (no OBL),6,1.128657e+01
F7,IFPOA-X (no OBL),7,1.490645e+01
F7,IFPOA-X (no OBL),8,1.835163e+01
F7,IFPOA-X (no OBL),9,8.676988e+00
F7,IFPOA-X (no OBL),10,1.271339e+01
F7,IFPOA-X (no OBL),11,9.539747e+00
F7,IFPOA-X (no OBL),12,1.142445e+01
F7,IFPOA-X (no OBL),13,1.400697e+01
F7,IFPOA-X (no OBL),14,1.415387e+01
F7,IFPOA-X (no OBL),15,5.137018e+00
F7,IFPOA-X (no OBL),16,1.506498e+01
F7,IFPOA-X (no OBL),17,5.535016e+00
F7,IFPOA-X (no OBL),18,2.612780e+01
F7,IFPOA-X (no OBL),19,1.370352e+01
F7,IFPOA-X (no OBL),20,1.331245e+01
F7,IFPOA-X (no JADE),1,1.651269e-02
F7,IFPOA-X (no JADE),2,7.779848e-02
F7,IFPOA-X (no JADE),3,1.807993e-02
F7,IFPOA-X (no JADE),4,1.993502e-02
F7,IFPOA-X (no JADE),5,7.865965e-02
F7,IFPOA-X (no JADE),6,1.462918e-02
F7,IFPOA-X (no JADE),7,2.005732e-02
F7,IFPOA-X (no JADE),8,2.729171e-02
F7,IFPOA-X (no JADE),9,1.170892e-02
F7,IFPOA-X (no JADE),10,5.168998e-02
F7,IFPOA-X (no JADE),11,7.848951e-03
F7,IFPOA-X (no JADE),12,1.969471e-02
F7,IFPOA-X (no JADE),13,2.397198e-02
F7,IFPOA-X (no JADE),14,6.628798e-03
F7,IFPOA-X (no JADE),15,2.401618e-02
F7,IFPOA-X (no JADE),16,7.297286e-03
F7,IFPOA-X (no JADE),17,3.701239e-02
F7,IFPOA-X (no JADE),18,1.390208e-02
F7,IFPOA-X (no JADE),19,1.676809e-02
F7,IFPOA-X (no JADE),20,5.179254e-02
F7,IFPOA-X (no Bandit),1,1.197131e-01
F7,IFPOA-X (no Bandit),2,1.284683e-01
F7,IFPOA-X (no Bandit),3,1.545413e-03
F7,IFPOA-X (no Bandit),4,2.664913e-02
F7,IFPOA-X (no Bandit),5,4.589507e-02
F7,IFPOA-X (no Bandit),6,6.804825e-02
F7,IFPOA-X (no Bandit),7,7.939036e-02
F7,IFPOA-X (no Bandit),8,6.822678e-02
F7,IFPOA-X (no Bandit),9,2.284432e-01
F7,IFPOA-X (no Bandit),10,2.679053e-02
F7,IFPOA-X (no Bandit),11,3.707241e-02
F7,IFPOA-X (no Bandit),12,3.984584e-02
F7,IFPOA-X (no Bandit),13,3.804393e-02
F7,IFPOA-X (no Bandit),14,3.389102e-02
F7,IFPOA-X (no Bandit),15,2.296189e-02
F7,IFPOA-X (no Bandit),16,2.587373e-02
F7,IFPOA-X (no Bandit),17,3.143758e-02
F7,IFPOA-X (no Bandit),18,1.708442e-02
F7,IFPOA-X (no Bandit),19,1.505126e-02
F7,IFPOA-X (no Bandit),20,6.070351e-02
F7,IFPOA-X (base/FPA),1,1.754797e+01
F7,IFPOA-X (base/FPA),2,9.654135e+00
F7,IFPOA-X (base/FPA),3,7.432310e+00
F7,IFPOA-X (base/FPA),4,3.012367e+01
F7,IFPOA-X (base/FPA),5,7.257737e+00
F7,IFPOA-X (base/FPA),6,1.235159e+01
F7,IFPOA-X (base/FPA),7,2.395298e+01
F7,IFPOA-X (base/FPA),8,2.031764e+01
F7,IFPOA-X (base/FPA),9,1.109950e+01
F7,IFPOA-X (base/FPA),10,1.142000e+01
F7,IFPOA-X (base/FPA),11,1.024819e+01
F7,IFPOA-X (base/FPA),12,1.927304e+01
F7,IFPOA-X (base/FPA),13,6.263874e+00
F7,IFPOA-X (base/FPA),14,2.994647e+01
F7,IFPOA-X (base/FPA),15,8.956825e+00
F7,IFPOA-X (base/FPA),16,1.754725e+01
F7,IFPOA-X (base/FPA),17,1.067534e+01
F7,IFPOA-X (base/FPA),18,1.315680e+01
F7,IFPOA-X (base/FPA),19,1.369698e+01
F7,IFPOA-X (base/FPA),20,7.061652e+00
F8,IFPOA-X (no OBL),1,9.067477e+03
F8,IFPOA-X (no OBL),2,9.047572e+03
F8,IFPOA-X (no OBL),3,8.708959e+03
F8,IFPOA-X (no OBL),4,9.008563e+03
F8,IFPOA-X (no OBL),5,8.813378e+03
F8,IFPOA-X (no OBL),6,8.622995e+03
F8,IFPOA-X (no OBL),7,8.939489e+03
F8,IFPOA-X (no OBL),8,8.717993e+03
F8,IFPOA-X (no OBL),9,8.478600e+03
F8,IFPOA-X (no OBL),10,7.826880e+03
F8,IFPOA-X (no OBL),11,8.697424e+03
F8,IFPOA-X (no OBL),12,9.033109e+03
F8,IFPOA-X (no OBL),13,8.419040e+03
F8,IFPOA-X (no OBL),14,8.532711e+03
F8,IFPOA-X (no OBL),15,8.327872e+03
F8,IFPOA-X (no OBL),16,8.588068e+03
F8,IFPOA-X (no OBL),17,8.946032e+03
F8,IFPOA-X (no OBL),18,7.586882e+03
F8,IFPOA-X (no OBL),19,9.047813e+03
F8,IFPOA-X (no OBL),20,9.022483e+03
F8,IFPOA-X (no JADE),1,8.296674e+03
F8,IFPOA-X (no JADE),2,8.669745e+03
F8,IFPOA-X (no JADE),3,8.910820e+03
F8,IFPOA-X (no JADE),4,8.738150e+03
F8,IFPOA-X (no JADE),5,8.781230e+03
F8,IFPOA-X (no JADE),6,8.820208e+03
F8,IFPOA-X (no JADE),7,8.823578e+03
F8,IFPOA-X (no JADE),8,9.089487e+03
F8,IFPOA-X (no JADE),9,9.148800e+03
F8,IFPOA-X (no JADE),10,8.593495e+03
F8,IFPOA-X (no JADE),11,9.001720e+03
F8,IFPOA-X (no JADE),12,9.356949e+03
F8,IFPOA-X (no JADE),13,8.618065e+03
F8,IFPOA-X (no JADE),14,8.866414e+03
F8,IFPOA-X (no JADE),15,8.413357e+03
F8,IFPOA-X (no JADE),16,8.839571e+03
F8,IFPOA-X (no JADE),17,9.182201e+03
F8,IFPOA-X (no JADE),18,8.894651e+03
F8,IFPOA-X (no JADE),19,9.186591e+03
F8,IFPOA-X (no JADE),20,9.325099e+03
F8,IFPOA-X (no Bandit),1,8.560382e+03
F8,IFPOA-X (no Bandit),2,8.456899e+03
F8,IFPOA-X (no Bandit),3,8.570727e+03
F8,IFPOA-X (no Bandit),4,8.717368e+03
F8,IFPOA-X (no Bandit),5,8.972278e+03
F8,IFPOA-X (no Bandit),6,8.609501e+03
F8,IFPOA-X (no Bandit),7,8.110225e+03
F8,IFPOA-X (no Bandit),8,7.572491e+03
F8,IFPOA-X (no Bandit),9,8.741330e+03
F8,IFPOA-X (no Bandit),10,8.824121e+03
F8,IFPOA-X (no Bandit),11,8.471074e+03
F8,IFPOA-X (no Bandit),12,8.418042e+03
F8,IFPOA-X (no Bandit),13,8.114867e+03
F8,IFPOA-X (no Bandit),14,8.744244e+03
F8,IFPOA-X (no Bandit),15,8.572651e+03
F8,IFPOA-X (no Bandit),16,8.862163e+03
F8,IFPOA-X (no Bandit),17,8.970152e+03
F8,IFPOA-X (no Bandit),18,8.543954e+03
F8,IFPOA-X (no Bandit),19,9.307932e+03
